,Asteroid_name,Closest_Date,Distance_in_100000_miles,Max_Size_Miles,Min_Size_Miles,Potential_Danger,Relative_Velocity_MPH
701,(1995 UB),1990-11-09,410.34976,0.0128053354,0.0057267201,False,55633.9434671668
702,(1995 UB),1995-10-17,4.6454403125,0.0128053354,0.0057267201,False,27542.7724499901
703,(1995 UB),1995-10-17,6.741616875,0.0128053354,0.0057267201,False,29550.3750297067
704,(1996 AP1),1996-01-06,21.5418975,0.0424024508,0.0189629525,False,18260.7935297925
705,(1996 BT),1996-01-29,84.87922,0.0927664547,0.0414864197,False,61428.3049772616
706,(1996 FT1),1995-10-15,392.48292,0.0486845275,0.0217723826,False,10162.3579286635
707,(1996 FT1),1996-02-26,30.5977225,0.0486845275,0.0217723826,False,18677.8013318412
708,(1996 HN),1996-05-01,278.8669,0.1850934111,0.0827762899,False,10332.789603272
709,(1996 KE),1996-05-24,187.16818,0.5338152287,0.2387294278,False,31018.9861521329
710,(1996 MQ),1996-06-30,24.1212575,0.0464933628,0.0207924639,False,18130.3466196483
711,(1996 TC1),1996-09-25,14.3443575,0.0612901888,0.0274098057,False,54330.5397783582
712,(1996 VZ4),1996-11-13,45.229485,0.0533815229,0.0238729428,False,31518.0024250873
713,(1997 EN23),1997-03-17,180.02704,0.1017163949,0.0454889547,False,14823.3386261433
714,(1997 GD32),1994-04-13,321.85414,0.1850934111,0.0827762899,True,54754.1306397807
715,(1997 GD32),1997-05-03,30.8022725,0.1850934111,0.0827762899,True,33971.2997039383
716,(1997 MS),1997-06-13,166.03528,0.5589731654,0.2499803991,False,75745.9461910982
717,(1997 TZ16),1997-10-16,16.95879875,0.0464933628,0.0207924639,False,29761.7310004175
718,(1997 TC25),1997-09-28,14.60106125,0.0444008168,0.0198566489,False,22815.659485166
719,(1997 UR),1985-12-20,67.162165,0.0846040122,0.0378360645,False,16433.8618004181
720,(1997 UR),1990-09-14,456.03984,0.0846040122,0.0378360645,False,42449.3959272213
721,(1997 UR),1997-10-27,27.2323875,0.0846040122,0.0378360645,False,10554.4356301794
722,(1997 UR),2004-12-24,199.02096,0.0846040122,0.0378360645,False,23738.7356362421
723,(1997 UZ10),1997-10-30,95.33172,0.0927664547,0.0414864197,False,21264.6320962013
724,(1997 UA11),1997-10-26,9.061669375,0.0336814639,0.0150628086,False,30182.1247434306
725,(1997 UA11),1997-10-26,6.551284375,0.0336814639,0.0150628086,False,28025.480920623
726,(1997 VG),1997-10-30,76.703485,0.134088323,0.059966121,False,39794.1875710375
727,(1997 VG6),1997-10-16,204.69968,0.4440081677,0.1985664891,True,32273.4288566625
728,(1997 XE10),1997-12-07,18.27886,0.0369309908,0.0165160412,False,17837.506536746
729,(1997 YR10),1997-12-24,171.41518,0.3526882241,0.1577269688,False,43985.5464789339
730,(1998 BY7),1995-06-29,25.798495,0.1850934111,0.0827762899,True,33641.9105282546
731,(1998 BY7),1998-02-21,26.1032475,0.1850934111,0.0827762899,True,32666.2692592651
732,(1998 BY7),1999-08-24,1634.876,0.1850934111,0.0827762899,True,7519.7788711259
733,(1998 BT13),1998-01-22,16.23839,0.0185093411,0.008277629,False,16674.3805324006
734,(1998 BR26),1998-02-02,13.6811225,0.0233018799,0.0104209175,False,30702.9461548957
735,(1998 BR26),2000-06-13,161.44621,0.0233018799,0.0104209175,False,29612.2028796775
736,(1998 DX11),1998-02-22,11.33706125,0.0147024923,0.0065751544,False,20246.0560930598
737,(1998 DV20),1998-01-29,167.27193,0.3216554833,0.1438487052,False,44265.3917610667
738,(1998 DK36),1998-02-14,10.5436625,0.0369309908,0.0165160412,False,16284.7549305994
739,(1998 EE3),1998-03-05,12.2576225,0.0134088323,0.0059966121,False,27062.4407038943
740,(1998 FG12),1998-02-21,111.87391,0.2330187988,0.1042091748,False,20928.0798000279
741,(1998 HH1),1998-04-20,66.355325,0.0846040122,0.0378360645,False,24767.2392355958
742,(1998 HM1),1983-04-08,267.72674,0.0486845275,0.0217723826,False,38980.9077623096
743,(1998 HM1),1998-04-30,19.328125,0.0486845275,0.0217723826,False,19139.6000232842
744,(1998 HM1),1998-09-26,410.26648,0.0486845275,0.0217723826,False,12460.7591329251
745,(1998 HT31),1998-05-08,29.5638925,0.2555000322,0.1142630881,True,40010.3665091181
746,(1998 KD3),1998-05-22,55.566665,0.2801502144,0.1252869847,False,41083.6870009566
747,(1998 KD3),2001-04-23,400.62508,0.2801502144,0.1252869847,False,40004.4321272329
748,(1998 KD3),2135-05-21,50.68666,0.2801502144,0.1252869847,False,40743.0560312911
749,(1998 KO3),1998-05-16,208.72446,0.464933628,0.2079246394,False,70880.6069429386
750,(1998 KJ17),1998-05-30,27.96005,0.0736870142,0.0329538346,False,18198.2452884606
751,(1998 LE),1998-06-10,57.54058,0.2933532873,0.1311915784,False,51879.1163490853
752,(1998 LE),2104-06-15,89.62062,0.2933532873,0.1311915784,False,46991.060603938
753,(1998 MV5),1911-12-29,318.0348,0.0585316759,0.0261761612,False,26071.4194660608
754,(1998 MV5),1912-07-04,283.51088,0.0585316759,0.0261761612,False,37512.0782226024
755,(1998 MV5),1998-01-15,282.2774,0.0585316759,0.0261761612,False,25675.5296631573
756,(1998 MV5),1998-06-20,14.09358125,0.0585316759,0.0261761612,False,26399.4966420312
757,(1998 OP4),1998-07-27,36.4018125,0.0585316759,0.0261761612,False,22864.0683628978
758,(1998 QV3),1998-09-08,157.84482,0.2933532873,0.1311915784,False,21812.8173546483
759,(1998 QV3),2005-09-23,342.28728,0.2933532873,0.1311915784,False,22395.1713379951
760,(1998 QH28),1998-07-30,188.91284,0.097138403,0.0434416145,False,19446.6032463208
761,(1998 QA62),1998-09-13,154.39848,0.5853167591,0.2617616123,True,67693.3705865469
762,(1998 QA105),1998-09-29,251.31056,0.1850934111,0.0827762899,False,11570.3098278178
763,(1998 SS4),1998-09-23,109.37554,0.1612096218,0.0720951346,False,17158.0040737523
764,(1998 UR),1998-10-10,98.44252,0.1065101409,0.0476327831,False,25352.1188398812
765,(1998 UM1),1998-10-09,34.0220275,0.0771597762,0.0345069009,False,14259.5981287802
766,(1998 US18),1998-10-19,107.71427,0.2675413778,0.1196481415,True,43378.3084013196
767,(1998 UY24),1998-05-10,326.64658,0.1767628354,0.0790507431,False,20351.7443511431
768,(1998 UY24),1998-10-14,126.29907,0.1767628354,0.0790507431,False,24857.1359461244
769,(1998 VP),1998-05-24,461.10968,0.5853167591,0.2617616123,False,52551.0839106989
770,(1998 VP),1998-10-29,311.84282,0.5853167591,0.2617616123,False,52452.4760795326
771,(1998 WY1),1998-11-17,71.83065,0.1539539936,0.068850319,False,31688.5364370869
772,(1998 WA2),1998-10-28,217.30122,0.4240245083,0.1896295249,False,30292.1635032732
773,(1998 WR5),1998-11-17,395.40764,0.7368701419,0.3295383456,False,34923.4513104557
774,(1998 XD12),1998-12-05,31.6605975,0.2675413778,0.1196481415,True,47932.5290534305
775,(1998 XD12),2000-04-24,290.54158,0.2675413778,0.1196481415,True,65530.7463900019
776,(1998 YR11),1999-01-02,330.40064,0.8859127646,0.3961922327,False,69554.2340026113
777,(1999 AM10),1999-01-20,78.305955,0.2330187988,0.1042091748,False,26265.5203663354
778,(1999 BO),1998-12-25,247.04974,0.5589731654,0.2499803991,False,25506.6027665094
779,(1999 BL33),1999-01-23,257.11062,0.1539539936,0.068850319,False,13727.408006433
780,(1999 CQ2),1999-02-04,6.30817625,0.0128053354,0.0057267201,False,16897.2892929528
781,(1999 CQ2),1999-02-04,6.38089125,0.0128053354,0.0057267201,False,17504.1198146237
782,(1999 DY2),1999-03-02,104.40586,0.1539539936,0.068850319,False,13658.7311234647
783,(1999 DY2),2098-02-22,141.20185,0.1539539936,0.068850319,False,14470.6776892616
784,(1999 EO3),1999-02-19,251.3918,0.5589731654,0.2499803991,False,41452.7702662446
785,(1999 FR5),1999-03-12,8.173868125,0.0771597762,0.0345069009,False,17615.5112001954
786,(1999 FQ10),1999-03-06,44.568225,0.0846040122,0.0378360645,False,17214.457121705
787,(1999 FQ10),1999-06-03,29.6337275,0.0846040122,0.0378360645,False,31020.7376843162
788,(1999 FR19),1999-03-19,40.202665,0.1470249225,0.0657515442,True,37533.469392852
789,(1999 HC1),1999-04-15,17.662225,0.0464933628,0.0207924639,False,16008.1802795906
790,(1999 JO6),2107-06-25,461.02064,1.7676283535,0.7905074315,False,32949.8214000398
791,(1999 JO6),2190-06-24,456.87952,1.7676283535,0.7905074315,False,31988.8862654238
792,(1999 KL1),1999-05-07,88.64094,0.1850934111,0.0827762899,False,22692.0513494707
793,(1999 LX1),1999-06-08,60.02942,0.2801502144,0.1252869847,True,53494.942221394
794,(1999 LD6),1999-06-09,77.30891,0.140407711,0.0627922373,False,26546.5223310818
795,(1999 LE6),1999-06-25,83.83708,0.2801502144,0.1252869847,False,33375.9207755919
796,(1999 LV7),1999-06-20,210.81266,0.5338152287,0.2387294278,False,40363.078039235
797,(1999 RU2),1999-10-11,229.17076,0.3368146392,0.1506280858,False,10259.1573291649
798,(1999 RP28),1997-04-07,32.8933875,0.1115298092,0.049877647,False,12320.2386591674
799,(1999 RP28),1999-08-30,131.39002,0.1115298092,0.049877647,False,11254.6561914971
800,(1999 RZ31),1999-09-04,20.28616875,0.0641787064,0.0287015901,False,17437.4408227793
801,(1999 RB32),1908-11-15,350.1474,0.4049402617,0.1810947904,False,40281.9478500378
802,(1999 RB32),1999-09-09,70.511725,0.4049402617,0.1810947904,False,19377.9549640692
803,(1999 RJ33),1919-08-30,137.56328,0.1167860472,0.0522283081,False,26277.3915119356
804,(1999 RJ33),1920-01-05,362.33872,0.1167860472,0.0522283081,False,16558.9519783124
805,(1999 RJ33),1999-09-08,31.4226975,0.1167860472,0.0522283081,False,22699.2167700686
806,(1999 RJ33),2076-02-26,423.27468,0.1167860472,0.0522283081,False,24959.1076023317
807,(1999 RK33),1999-09-20,36.8690425,0.122290004,0.0546897524,False,17936.4512033638
808,(1999 RK33),2150-09-14,36.7425225,0.122290004,0.0546897524,False,20603.7659696507
809,(1999 RO36),1999-09-27,216.82216,0.2675413778,0.1196481415,False,8240.9777140539
810,(1999 SE10),1999-10-25,230.46808,0.369309908,0.1651604118,False,14293.8601217422
811,(1999 SE10),2105-06-17,74.396745,0.369309908,0.1651604118,False,16499.6810286206
812,(1999 SJ10),1999-08-18,102.78727,0.464933628,0.2079246394,False,51052.4115598519
813,(1999 SJ10),1999-09-09,58.91678,0.464933628,0.2079246394,False,48205.0975206304
814,(1999 SJ10),2162-02-25,408.53772,0.464933628,0.2079246394,False,76097.8720668496
815,(1999 TA5),1999-10-10,225.61876,0.2801502144,0.1252869847,False,6677.5115571574
816,(1999 TM12),1999-10-15,68.1194,0.1767628354,0.0790507431,False,43061.1748665513
817,(1999 TM13),1999-10-09,71.442085,0.0672033557,0.0300542543,False,14414.4984721446
818,(1999 TO13),1999-10-05,29.25675,0.1938165949,0.0866774163,True,33442.0491073105
819,(1999 TT16),1914-02-26,178.4153,0.4440081677,0.1985664891,True,28841.2347221426
820,(1999 TT16),2000-01-24,235.59796,0.4440081677,0.1985664891,True,32876.5380935128
821,(1999 TU16),1999-10-13,261.91162,0.140407711,0.0627922373,False,23402.2304117374
822,(1999 TV16),1984-02-04,295.09978,0.0771597762,0.0345069009,False,38949.7615821842
823,(1999 TV16),1999-10-20,31.575505,0.0771597762,0.0345069009,False,19149.7608636419
824,(1999 TV16),2001-10-10,102.21506,0.0771597762,0.0345069009,False,24695.6491584639
825,(1999 UZ5),1999-10-22,64.98816,0.156383511,0.0699368322,False,57570.2705308124
826,(1999 VQ6),2116-11-16,457.34824,0.7368701419,0.3295383456,False,31284.0377917
827,(1999 VQ6),2187-11-15,461.10076,0.7368701419,0.3295383456,False,30201.787294781
828,(1999 VN11),1999-11-14,172.53174,0.3216554833,0.1438487052,False,39587.9833708072
829,(1999 VK12),1999-11-16,17.44617375,0.0788117479,0.0352456851,False,55367.9573674984
830,(1999 VK12),2000-01-24,34.5350375,0.0788117479,0.0352456851,False,49584.635571758
831,(1999 VX15),1995-01-21,283.28786,0.6417870641,0.2870159005,False,13278.1542093508
832,(1999 VX15),1997-01-22,1083.52528,0.6417870641,0.2870159005,False,13731.8098648175
833,(1999 VX15),2021-01-31,287.03538,0.6417870641,0.2870159005,False,9904.0170815912
834,(1999 VX15),2045-04-24,1130.70416,0.6417870641,0.2870159005,False,14012.2674911662
835,(1999 VU25),1999-10-30,63.318315,0.0641787064,0.0287015901,False,14350.0416427063
836,(1999 VV25),1999-11-17,22.4355025,0.0352688224,0.0157726969,False,20422.4681393353
837,(1999 XS35),1999-11-05,42.192545,1.34088323,0.5996612104,True,39713.8336319935
838,(1999 XN141),1999-11-30,51.022005,0.1115298092,0.049877647,False,24801.1096113083
839,(2000 BO19),1930-08-15,229.6142,0.0444008168,0.0198566489,False,46382.8031321047
840,(2000 BO19),1979-01-18,373.81864,0.0444008168,0.0198566489,False,56790.0487174793
841,(2000 BO19),2000-02-04,29.00543,0.0444008168,0.0198566489,False,32571.5847885622
842,(2000 CO33),2000-02-04,50.33446,0.2225312253,0.0995189894,True,28340.8710555941
843,(2000 DO8),2000-03-04,10.053740625,0.0404940262,0.018109479,False,22552.8356719337
844,(2000 EC14),2000-02-11,231.23506,0.3473689207,0.155348104,False,15514.6778437127
845,(2000 EC104),2000-03-11,133.46809,0.2029508896,0.090762397,False,38770.5475704239
846,(2000 EZ106),2000-03-21,63.787685,0.2933532873,0.1311915784,False,50291.6740463972
847,(2000 FP10),2000-03-26,129.04676,0.1767628354,0.0790507431,False,29124.6733008341
848,(2000 FP10),2007-03-20,440.845,0.1767628354,0.0790507431,False,35692.2132506902
849,(2000 FX13),1988-01-23,57.869065,0.3867149477,0.1729441822,False,22139.4061288391
850,(2000 FX13),2000-03-16,330.5457,0.3867149477,0.1729441822,False,10367.7944033903
851,(2000 GT127),2000-04-22,290.40772,0.1160355217,0.0518926629,False,17632.9771260056
852,(2000 HP40),2000-05-01,74.15613,0.0585316759,0.0261761612,False,17005.6453832058
853,(2000 HP40),2003-04-29,380.15196,0.0585316759,0.0261761612,False,30320.5089891387
854,(2000 HP40),2003-12-06,91.13999,0.0585316759,0.0261761612,False,16163.7412354379
855,(2000 JF5),2000-05-09,47.496625,0.2076782231,0.0928765248,True,32864.1072047222
856,(2000 JX8),2000-05-05,17.50677125,0.0307178602,0.0137374447,False,12576.8506999919
857,(2000 KE41),1990-01-29,40.7157725,1.22290004,0.5468975238,False,70941.6816822555
858,(2000 KE41),2000-05-18,175.99588,1.22290004,0.5468975238,False,79691.9057103808
859,(2000 KP44),2000-06-10,329.9176,0.6417870641,0.2870159005,False,45300.5129136811
860,(2000 LD3),2000-05-29,136.10547,0.4440081677,0.1985664891,False,68271.1234332026
861,(2000 LK10),1997-07-30,244.05434,0.3867149477,0.1729441822,False,5160.9439932047
862,(2000 LK10),2022-08-05,74.65729,0.3867149477,0.1729441822,False,15957.8405198931
863,(2000 PN),2000-07-27,48.455195,0.1129252236,0.0505016953,False,56500.943384311
864,(2000 PY5),2000-07-11,52.11011,0.2225312253,0.0995189894,True,29073.5270649549
865,(2000 PH8),2000-07-01,79.84116,0.0509789586,0.0227984834,False,11598.4286608285
866,(2000 RK12),2000-09-09,60.986115,0.2063435791,0.0922796539,False,51085.906341898
867,(2000 RD52),2000-08-20,212.30704,0.2801502144,0.1252869847,False,8445.2110725738
868,(2000 RK60),2000-08-28,128.68543,0.1767628354,0.0790507431,False,12487.2533833888
869,(2000 SE8),2000-09-11,26.351925,0.0927664547,0.0414864197,False,18912.4499528329
870,(2000 SE8),2004-07-02,280.5007,0.0927664547,0.0414864197,False,39679.1817868279
871,(2000 SS43),2000-09-22,19.56926,0.0404940262,0.018109479,False,12952.0305468508
872,(2000 SS43),2075-11-06,275.01724,0.0404940262,0.018109479,False,32269.5618911055
873,(2000 SB45),2000-10-02,22.044535,0.0464933628,0.0207924639,False,18395.4167785205
874,(2000 UQ30),2000-11-19,56.369595,0.140407711,0.0627922373,True,21589.5524195243
875,(2000 VZ44),2000-11-09,90.46507,0.2290819964,0.1024485833,False,44372.4451667443
876,(2000 WH10),2000-11-25,52.882325,0.1753843991,0.0784342877,True,33135.9135935471
877,(2000 WM10),2000-11-24,37.0368475,0.0255500032,0.0114263088,False,14683.4915892179
878,(2000 WS28),2000-11-23,27.5687425,0.0771597762,0.0345069009,False,27639.8645759785
879,(2000 WT28),1994-11-17,1589.10224,0.0464933628,0.0207924639,False,10356.786300147
880,(2000 WT28),2000-11-16,19.98993375,0.0464933628,0.0207924639,False,19019.5701864108
881,(2000 WG63),2000-12-02,29.40586,0.0846040122,0.0378360645,False,17861.6081772481
882,(2000 WH63),2000-11-11,119.4522,0.1688071972,0.0754928736,False,20535.1213864961
883,(2000 WH63),2011-10-11,328.97458,0.1688071972,0.0754928736,False,28651.5921512436
884,(2000 WJ107),2000-11-19,19.92033875,0.0641787064,0.0287015901,False,29920.2216542225
885,(2000 WL107),2000-12-03,15.92572625,0.0404940262,0.018109479,False,19216.8464158125
886,(2000 WL107),2007-07-11,1756.8416,0.0404940262,0.018109479,False,22385.1429159698
887,(2000 WN148),2000-11-30,71.543095,0.122290004,0.0546897524,False,15744.8218927768
888,(2000 WQ148),2000-12-14,31.55569,0.1065101409,0.0476327831,False,31448.4002308313
889,(2000 WQ148),2001-05-03,87.99645,0.1065101409,0.0476327831,False,35585.8667336937
890,(2000 XF44),2000-11-29,126.46593,0.2029508896,0.090762397,False,21763.898872054
891,(2000 XJ44),1938-05-18,324.22646,0.3526882241,0.1577269688,False,68340.6467935314
892,(2000 XJ44),2000-11-21,140.19599,0.3526882241,0.1577269688,False,41478.1490488859
893,(2000 XJ44),2084-12-11,276.32202,0.3526882241,0.1577269688,False,65489.6387961688
894,(2001 BB40),2001-01-22,33.7275025,0.0444008168,0.0198566489,False,24107.729864413
895,(2001 BM61),2001-01-18,165.41159,0.2333409487,0.1043532446,False,29127.6227191146
896,(2001 BN61),2001-01-15,21.66029,0.0369309908,0.0165160412,False,19648.3715837894
897,(2001 CA21),2001-02-12,159.7604,0.6492186081,0.290339388,True,70000.154801815
898,(2001 DS8),1911-01-19,63.30472,0.1115298092,0.049877647,False,12636.6382657125
899,(2001 DS8),2001-01-30,62.78701,0.1115298092,0.049877647,False,14159.462348935
900,(2001 DT8),2001-02-08,255.74374,0.464933628,0.2079246394,False,58672.9155367279
901,(2001 DZ76),2001-02-23,5.54017125,0.0321655483,0.0143848705,False,26162.3496874938
902,(2001 DZ76),2001-02-23,7.103916875,0.0321655483,0.0143848705,False,27460.3496267952
903,(2001 DZ76),2178-06-01,147.85182,0.0321655483,0.0143848705,False,34808.2976607404
904,(2001 FE7),2001-03-24,72.43631,0.0771597762,0.0345069009,False,13823.003299724
905,(2001 FP32),2001-03-25,48.672105,0.0774089113,0.0346183175,False,39442.5591301035
906,(2001 FP32),2001-09-14,401.05072,0.0774089113,0.0346183175,False,33447.9372968414
907,(2001 FB58),2001-03-26,127.5964,0.1767628354,0.0790507431,False,14514.1775685419
908,(2001 FB90),2001-04-25,285.91802,0.4049402617,0.1810947904,True,36570.6491492863
909,(2001 FC90),2001-04-05,140.03942,0.1938165949,0.0866774163,False,16693.2293546184
910,(2001 FR128),2001-04-01,267.57254,0.4440081677,0.1985664891,False,56829.8985903079
911,(2001 GL2),2001-04-09,111.05595,0.2801502144,0.1252869847,False,48373.1109514003
912,(2001 GS2),2001-04-05,142.49398,0.3216554833,0.1438487052,False,23393.3403161407
913,(2001 GS2),2179-04-10,131.65606,0.3216554833,0.1438487052,False,25437.2871428126
914,(2001 GS2),2198-04-10,134.36253,0.3216554833,0.1438487052,False,25650.4636440405
915,(2001 HX7),2001-04-19,197.44276,0.3071786018,0.137374447,False,66849.5965716065
916,(2001 HJ31),2001-04-19,24.43322,0.0641787064,0.0287015901,False,29769.4911439203
917,(2001 HL31),2001-05-10,47.00759,0.3216554833,0.1438487052,True,56218.8407292806
918,(2001 KW18),2001-05-24,31.5946325,0.0233018799,0.0104209175,False,9569.6883006624
919,(2001 KO41),2001-04-03,163.99961,0.2675413778,0.1196481415,False,9835.3918433241
920,(2001 KD68),2001-05-24,158.30008,0.1065101409,0.0476327831,False,10156.0452411258
921,(2001 LD),2000-12-22,442.99108,0.3526882241,0.1577269688,True,34978.3011051325
922,(2001 LD),2001-06-09,37.8349725,0.3526882241,0.1577269688,True,41311.7752024907
923,(2001 MD1),1998-06-03,269.91012,0.1938165949,0.0866774163,False,32604.0226916275
924,(2001 MD1),2001-07-08,57.149755,0.1938165949,0.0866774163,False,15250.217962071
925,(2001 MD1),2004-08-25,313.3546,0.1938165949,0.0866774163,False,33538.3435299906
926,(2001 MS3),2001-06-07,21.571545,0.0585316759,0.0261761612,False,19431.848774761
927,(2001 NY1),2001-07-02,20.32705875,0.0846040122,0.0378360645,False,21684.9703538828
928,(2001 ND13),2001-08-10,95.57738,0.1850934111,0.0827762899,False,23304.2944030108
929,(2001 OF25),2001-07-21,97.74187,0.1938165949,0.0866774163,False,28707.0598990549
930,(2001 OF25),2003-08-23,374.65248,0.1938165949,0.0866774163,False,33482.5985711567
931,(2001 OF25),2109-07-07,357.25932,0.1938165949,0.0866774163,False,40675.7697649422
932,(2001 OF25),2111-08-03,108.55317,0.1938165949,0.0866774163,False,26039.5283680409
933,(2001 OC36),1945-01-22,177.22128,0.097138403,0.0434416145,False,42762.4604150529
934,(2001 OC36),1976-07-16,330.49924,0.097138403,0.0434416145,False,53197.3519633766
935,(2001 OC36),2001-08-03,33.173305,0.097138403,0.0434416145,False,31895.3346538402
936,(2001 PJ),1995-06-02,431.18768,0.2029508896,0.090762397,False,45090.3747764392
937,(2001 PJ),1998-06-24,129.59258,0.2029508896,0.090762397,False,23549.3554666195
938,(2001 PJ),2001-08-20,132.90088,0.2029508896,0.090762397,False,19587.6111405572
939,(2001 PJ),2004-09-18,443.53608,0.2029508896,0.090762397,False,44214.9021493027
940,(2001 PU9),2001-08-23,223.7429,0.5097895857,0.2279848336,False,42995.3802061007
941,(2001 PG14),2001-08-07,74.223235,0.1167860472,0.0522283081,False,19127.9321033315
942,(2001 PJ29),1933-11-08,139.91276,0.0927664547,0.0414864197,False,16783.4592588973
943,(2001 PJ29),2001-08-28,44.5194,0.0927664547,0.0414864197,False,24306.8298293778
944,(2001 PJ29),2002-02-01,449.86176,0.0927664547,0.0414864197,False,15927.0471478883
945,(2001 QJ),2001-08-16,231.11376,0.1612096218,0.0720951346,False,10209.81809243
946,(2001 QD34),2001-08-04,55.547055,0.1017163949,0.0454889547,False,18490.3759899015
947,(2001 QF96),1999-12-08,332.22378,0.0464933628,0.0207924639,False,35997.9568630282
948,(2001 QF96),2001-09-12,30.1594875,0.0464933628,0.0207924639,False,15981.7934889687
949,(2001 QF96),2003-08-07,461.535,0.0464933628,0.0207924639,False,46787.0744957013
950,(2001 QP142),2001-08-25,48.15943,0.0558973165,0.0249980399,False,21333.247107901
951,(2001 QL163),2001-09-10,60.235975,0.1115298092,0.049877647,False,17731.1266794046
952,(2001 RO3),2001-09-09,25.8668525,0.0736870142,0.0329538346,False,20840.2340772922
953,(2001 RP3),2001-09-06,47.759015,0.0771597762,0.0345069009,False,20611.960559354
954,(2001 RQ17),2001-08-30,42.218915,0.122290004,0.0546897524,False,17939.6533376476
955,(2001 RW17),1989-01-03,1591.76976,0.4240245083,0.1896295249,False,14732.8206217337
956,(2001 RW17),2001-07-12,193.58172,0.4240245083,0.1896295249,False,28427.1053826342
957,(2001 RW17),2072-01-13,1711.4976,0.4240245083,0.1896295249,False,16163.0572833569
958,(2001 RX47),2001-07-12,149.33665,0.3526882241,0.1577269688,False,15365.5848815284
959,(2001 SZ169),2001-09-19,29.825015,0.0352688224,0.0157726969,False,10293.9979131575
960,(2001 SA170),2001-09-23,57.08758,0.0885912765,0.0396192233,False,15882.8028450059
961,(2001 SB170),2001-09-12,109.21901,0.1115298092,0.049877647,False,47162.6265446147
962,(2001 SC170),2001-06-04,199.69818,0.3071786018,0.137374447,False,21630.1651414642
963,(2001 SP263),2001-09-26,12.4570725,0.0267541378,0.0119648141,False,23397.3843235783
964,(2001 SR263),2001-09-13,313.98674,0.2933532873,0.1311915784,False,4879.3085177264
965,(2001 SL264),2001-08-28,336.63788,0.464933628,0.2079246394,False,3760.0463931869
966,(2001 SX269),2001-09-11,217.172,0.1850934111,0.0827762899,False,5621.4732152858
967,(2001 SD270),2001-10-07,152.29712,0.1942633882,0.0868772283,False,33606.4158108002
968,(2001 SD286),2001-09-22,18.99875875,0.0321655483,0.0143848705,False,28519.8444481794
969,(2001 SD286),2182-06-08,161.04978,0.0321655483,0.0143848705,False,34801.6594928978
970,(2001 TB),2001-10-08,8.0952575,0.0486845275,0.0217723826,False,25694.9865614543
971,(2001 TB),2001-10-08,5.978099375,0.0486845275,0.0217723826,False,27901.5033789593
972,(2001 TB),2028-09-13,363.58988,0.0486845275,0.0217723826,False,53993.7044639242
973,(2001 TY1),2001-10-04,11.97815,0.0369309908,0.0165160412,False,21276.1986922397
974,(2001 TB2),1994-10-16,391.06084,0.1850934111,0.0827762899,False,34884.7475023652
975,(2001 TB2),2001-10-18,127.62503,0.1850934111,0.0827762899,False,30412.7558639374
976,(2001 TB2),2008-10-22,356.65664,0.1850934111,0.0827762899,False,37180.1922163413
977,(2001 TE45),2001-10-06,90.33817,0.097138403,0.0434416145,False,27021.5239181826
978,(2001 UO),2001-10-11,20.9968375,0.0558973165,0.0249980399,False,35486.1184150816
979,(2001 UO),2003-08-13,1265.12208,0.0558973165,0.0249980399,False,10629.4807358459
980,(2001 UZ4),2001-10-14,288.67424,0.2801502144,0.1252869847,False,29510.8576397154
981,(2001 UB5),2001-10-19,130.30406,0.1539539936,0.068850319,False,56197.1741011976
982,(2001 UC5),2001-10-23,55.6569,0.2029508896,0.090762397,False,42957.3063323775
983,(2001 UD5),1932-10-24,260.96624,0.1065101409,0.0476327831,False,56740.8531286645
984,(2001 UD5),2001-10-03,51.74351,0.1065101409,0.0476327831,False,34624.5810663549
985,(2001 UD5),2098-01-30,77.80453,0.1065101409,0.0476327831,False,28571.5086864206
986,(2001 UF5),2001-10-29,18.1271775,0.1065101409,0.0476327831,False,39772.2360878915
987,(2001 UN16),2001-06-11,62.17519,0.0771597762,0.0345069009,False,19036.3129544683
988,(2001 UN16),2001-10-19,57.22873,0.0771597762,0.0345069009,False,20085.5775580074
989,(2001 UP16),2001-11-01,285.19868,0.2555000322,0.1142630881,False,5745.128175178
990,(2001 UP16),2054-07-26,92.40185,0.2555000322,0.1142630881,False,20123.107705659
991,(2001 UQ16),2001-10-24,219.03844,0.2029508896,0.090762397,False,38517.2348813084
992,(2001 UT16),2001-10-26,23.2419575,0.0293353287,0.0131191578,False,17393.8125711541
993,(2001 UU16),2001-10-26,29.0022125,0.0386714948,0.0172944182,False,20869.1511599439
994,(2001 UD18),2001-10-26,12.08018875,0.0111529809,0.0049877647,False,13307.7859349486
995,(2001 UE18),2001-11-08,180.84198,0.1167860472,0.0522283081,False,18139.3690722465
996,(2001 UO27),2001-10-27,305.1138,0.4049402617,0.1810947904,False,49812.3436954043
997,(2001 VB),2001-11-07,151.96147,0.7715977618,0.3450690093,True,72667.0338764832
998,(2001 VB),2002-01-09,20.5283275,0.7715977618,0.3450690093,True,83657.276461565
999,(2001 VD2),2001-11-11,20.49535375,0.0280150214,0.0125286985,False,18546.4568510693
1000,(2001 VJ5),2001-11-14,70.23036,0.2125156703,0.095039897,True,32920.4330445258
1001,(2001 VM5),2001-11-08,13.84531,0.0352688224,0.0157726969,False,18624.8603172144
1002,(2001 VG16),2001-11-13,15.784265,0.0321655483,0.0143848705,False,19467.1996951657
