,Asteroid_name,Closest_Date,Distance_in_100000_miles,Max_Size_Miles,Min_Size_Miles,Potential_Danger,Relative_Velocity_MPH
471,(2002 GK1),2002-04-11,19.421285,0.1167860472,0.0522283081,False,30944.6088611378
472,(2002 GM5),2002-04-19,67.15418,0.1850934111,0.0827762899,True,41403.2622794963
473,(2002 GG8),2002-04-07,31.256075,0.0424024508,0.0189629525,False,25160.2312600666
474,(2002 JU15),2001-11-21,235.49096,0.021251567,0.0095039897,False,15400.1794358853
475,(2002 JU15),2002-05-04,9.285374375,0.021251567,0.0095039897,False,17229.8554231308
476,(2002 KG4),1937-06-13,192.6249,0.2440006365,0.1091204019,True,49474.6364634268
477,(2002 KG4),2000-06-10,658.04484,0.2440006365,0.1091204019,True,17665.2718770521
478,(2002 KG4),2002-05-26,38.7050725,0.2440006365,0.1091204019,True,42317.3753182625
479,(2002 KG4),2077-06-03,168.84754,0.2440006365,0.1091204019,True,48489.7918605786
480,(2002 LX),2002-05-26,60.56301,0.2225312253,0.0995189894,True,36951.6982394968
481,(2002 LZ45),2002-06-24,11.885325,0.0927664547,0.0414864197,False,34155.1430977857
482,(2002 LX64),2002-06-01,123.8281,0.1977839104,0.0884516537,True,32802.8164050812
483,(2002 MX),2002-06-12,38.56421,0.1688071972,0.0754928736,True,57212.5170884777
484,(2002 MR3),1978-05-08,34.27481,0.1938165949,0.0866774163,True,43774.7360670249
485,(2002 MR3),1978-07-20,437.07388,0.1938165949,0.0866774163,True,74312.2562686084
486,(2002 MR3),2002-06-29,42.93879,0.1938165949,0.0866774163,True,44612.5566442612
487,(2002 OY21),2002-08-13,92.61458,0.2675413778,0.1196481415,False,46160.826976113
488,(2002 PR1),1998-10-25,216.69392,0.1539539936,0.068850319,True,31360.5690417911
489,(2002 PR1),2002-08-22,58.68471,0.1539539936,0.068850319,True,22092.1439180385
490,(2002 PR1),2004-08-22,1387.91408,0.1539539936,0.068850319,True,6977.2647678337
491,(2002 PR1),2006-07-30,288.52192,0.1539539936,0.068850319,True,38446.7609210722
492,(2002 PX39),2002-07-28,42.343925,0.0771597762,0.0345069009,False,22614.9662563528
493,(2002 PE43),2002-08-09,21.4613925,0.0558973165,0.0249980399,False,18102.8500342858
494,(2002 RO28),1954-08-07,331.66276,0.0307178602,0.0137374447,False,35392.377696444
495,(2002 RO28),2002-09-08,25.25479,0.0307178602,0.0137374447,False,14100.7679606407
496,(2002 RO28),2177-08-24,145.17641,0.0307178602,0.0137374447,False,22591.8546779492
497,(2002 RC117),2002-09-10,19.16016875,0.0386714948,0.0172944182,False,27500.9990343805
498,(2002 RA126),2002-08-28,92.90907,0.1017163949,0.0454889547,False,22631.3585147856
499,(2002 RA182),2002-08-11,355.9246,0.2440006365,0.1091204019,False,7731.2368356795
500,(2002 RB182),2002-10-01,60.806225,0.0885912765,0.0396192233,False,32099.4699920153
501,(2002 SF),2002-09-18,281.17016,0.3368146392,0.1506280858,False,5328.7489439382
502,(2002 SN),2002-10-08,203.1486,0.2933532873,0.1311915784,False,8508.649440803
503,(2002 SQ41),2002-10-20,76.24899,0.3526882241,0.1577269688,True,56506.1678564143
504,(2002 SQ41),2199-03-31,1857.12528,0.3526882241,0.1577269688,True,17783.0043881717
505,(2002 TZ57),2002-03-29,315.0956,0.0444008168,0.0198566489,False,20682.1858124282
506,(2002 TZ57),2002-09-26,42.408905,0.0444008168,0.0198566489,False,24557.9471929647
507,(2002 TZ57),2129-04-04,285.0141,0.0444008168,0.0198566489,False,20503.728568497
508,(2002 TA58),2002-10-07,13.40773375,0.0161209622,0.0072095135,False,24493.6476662183
509,(2002 TD58),2002-10-04,100.49628,0.0927664547,0.0414864197,False,22845.1621595413
510,(2002 TX59),2002-06-01,232.69268,0.0533815229,0.0238729428,False,11782.0370330145
511,(2002 TX59),2002-09-23,75.01434,0.0533815229,0.0238729428,False,16788.0514708809
512,(2002 TZ59),2002-09-27,15.13837,0.0885912765,0.0396192233,False,65546.0021310529
513,(2002 TG66),2002-09-26,23.30306,0.0612901888,0.0274098057,False,26826.6658632811
514,(2002 TH68),1990-09-26,246.90556,0.1850934111,0.0827762899,False,25233.8152678815
515,(2002 TH68),2002-10-02,82.486325,0.1850934111,0.0827762899,False,24945.171684316
516,(2002 TH68),2014-10-09,232.83794,0.1850934111,0.0827762899,False,31860.6997223444
517,(2002 TZ68),2002-10-07,24.1041225,0.0193816595,0.0086677416,False,15383.0069935985
518,(2002 TZ68),2120-09-06,129.3849,0.0193816595,0.0086677416,False,24192.8935003387
519,(2002 UV36),2002-11-01,14.9603,0.0185093411,0.008277629,False,18166.6787955565
520,(2002 VQ14),2002-11-01,272.01042,0.2225312253,0.0995189894,False,9813.4038221535
521,(2002 VU17),1948-11-26,261.96512,0.0386714948,0.0172944182,False,46073.2954292158
522,(2002 VU17),2002-11-01,29.37016,0.0386714948,0.0172944182,False,25351.2338788247
523,(2002 VO69),2002-11-16,67.33871,0.097138403,0.0434416145,False,28423.6855439382
524,(2002 VO69),2003-04-02,345.6572,0.097138403,0.0434416145,False,23979.4259936477
525,(2002 VR85),2002-12-05,84.13403,0.3071786018,0.137374447,True,32355.3697130533
526,(2002 VR85),2007-09-09,47.0007,0.3071786018,0.137374447,True,39017.4212973646
527,(2002 VR85),2064-04-26,42.75772,0.3071786018,0.137374447,True,33843.5370077052
528,(2002 VR85),2186-04-11,134.33357,0.3071786018,0.137374447,True,33449.5528300778
529,(2002 VS85),2002-11-16,29.89188,0.0558973165,0.0249980399,False,46309.4805659264
530,(2002 VY91),2002-11-09,14.3495,0.020295089,0.0090762397,False,20827.3051612204
531,(2002 VZ91),2002-11-07,10.83584125,0.0222531225,0.0099518989,False,15755.5056745094
532,(2002 XW4),2002-11-13,225.01204,0.1688071972,0.0754928736,False,10346.8260149547
533,(2002 XM14),2002-06-04,454.47576,0.1850934111,0.0827762899,False,67839.5861543925
534,(2002 XM14),2002-12-06,110.64266,0.1850934111,0.0827762899,False,70352.5253496054
535,(2002 XS14),2002-12-17,29.887935,0.0533815229,0.0238729428,False,14596.2885540412
536,(2002 XM35),2002-12-06,47.44401,0.0945781815,0.0422966486,False,60132.1871563527
537,(2002 XB40),2002-12-05,23.344015,0.0612901888,0.0274098057,False,31970.8909390852
538,(2002 XB40),2078-07-14,313.00882,0.0612901888,0.0274098057,False,50817.1591761405
539,(2002 XF40),2002-12-04,23.3143,0.0386714948,0.0172944182,False,21220.696864729
540,(2002 XO40),2002-12-10,91.41554,0.2675413778,0.1196481415,False,63686.7844820358
541,(2002 XE84),2002-12-09,136.81156,0.2684052209,0.1200344639,False,48783.6155955592
542,(2002 XQ90),1903-12-18,120.12684,0.140407711,0.0627922373,True,32100.3396314818
543,(2002 XQ90),2002-12-05,27.447015,0.140407711,0.0627922373,True,23154.8982323017
544,(2002 XV90),2000-10-15,288.34704,0.0293353287,0.0131191578,False,32632.929294452
545,(2002 XV90),2002-12-10,2.20506984375,0.0293353287,0.0131191578,False,17286.6802375387
546,(2002 XV90),2002-12-11,0.73148296875,0.0293353287,0.0131191578,False,17916.7147146082
547,(2002 YG4),1901-11-16,407.06684,0.0585316759,0.0261761612,False,37135.0637007535
548,(2002 YG4),2003-01-01,29.9321425,0.0585316759,0.0261761612,False,14630.8277559614
549,(2002 YG4),2041-12-08,183.3107,0.0585316759,0.0261761612,False,21731.4217343937
550,(2002 YR5),2002-12-21,156.20806,0.1658788284,0.0741832673,False,31764.0950652084
551,(2002 YC12),2003-01-04,20.84671625,0.0321655483,0.0143848705,False,21588.8706426288
552,(2002 YD12),2003-01-04,136.94715,0.1688071972,0.0754928736,False,20553.1553811989
553,(2002 YD12),2012-12-13,422.8872,0.1688071972,0.0754928736,False,37468.9202305832
554,(2003 AC1),1926-03-19,707.32704,0.2675413778,0.1196481415,False,16334.9948153525
555,(2003 AC1),2003-01-18,187.01748,0.2675413778,0.1196481415,False,37490.7140735719
556,(2003 AC1),2021-04-21,1409.91056,0.2675413778,0.1196481415,False,26981.4715428586
557,(2003 AC1),2032-12-08,668.49352,0.2675413778,0.1196481415,False,19319.2526728482
558,(2003 AC23),2003-01-23,62.47604,0.1539539936,0.068850319,True,29245.7923127287
559,(2003 AC23),2169-01-22,89.20786,0.1539539936,0.068850319,True,31499.4894950315
560,(2003 AS42),2003-01-11,22.6434875,0.0321655483,0.0143848705,False,16818.4337173815
561,(2003 AJ69),2003-01-06,23.9957575,0.0386714948,0.0172944182,False,23685.6829975883
562,(2003 AA83),2003-01-25,75.232055,0.1581943467,0.0707466626,False,50396.5211824499
563,(2003 AA83),2003-04-05,84.867,0.1581943467,0.0707466626,False,59222.4834691865
564,(2003 BN1),2003-01-20,70.783765,0.3410287233,0.1525126815,False,76784.7808891615
565,(2003 BW33),2003-02-05,175.30098,0.2029508896,0.090762397,False,34356.7924030593
566,(2003 BW33),2003-05-27,448.92168,0.2029508896,0.090762397,False,22971.2237886626
567,(2003 BS35),2003-01-30,31.54903,0.0424024508,0.0189629525,False,13310.6299200344
568,(2003 BV35),2003-01-27,47.853325,0.140407711,0.0627922373,False,50660.9443670654
569,(2003 BC44),2003-01-08,50.01837,0.0293353287,0.0131191578,False,24472.4556882188
570,(2003 BC46),2003-01-19,258.2991,0.0703705522,0.0314706677,False,5086.1762675608
571,(2003 BS47),2003-01-29,20.416005,0.0255500032,0.0114263088,False,15654.7871933047
572,(2003 CO20),2003-02-06,27.14607,0.0979469595,0.0438032119,False,30926.3868181111
573,(2003 DG6),2003-02-02,144.12221,0.2675413778,0.1196481415,False,29891.1409685101
574,(2003 DG6),2005-09-16,325.55562,0.2675413778,0.1196481415,False,55061.7472731078
575,(2003 DH6),2003-03-01,14.8074675,0.0509789586,0.0227984834,False,25447.9942050706
576,(2003 EH16),2003-02-07,285.95546,0.2933532873,0.1311915784,False,21229.1273772935
577,(2003 EP16),2003-02-06,93.07112,0.0927664547,0.0414864197,False,14037.2946296675
578,(2003 EC50),2003-03-25,29.0744025,0.097138403,0.0434416145,False,26683.132030964
579,(2003 FV3),2003-03-17,283.61656,0.2555000322,0.1142630881,False,26296.698516676
580,(2003 FB5),1907-06-06,1818.58912,0.0736870142,0.0329538346,False,24607.4038959458
581,(2003 FB5),2002-01-28,1629.25472,0.0736870142,0.0329538346,False,24878.0013756869
582,(2003 FB5),2003-04-03,22.234185,0.0736870142,0.0329538346,False,55435.3446035463
583,(2003 FB5),2112-03-30,34.1176725,0.0736870142,0.0329538346,False,57251.6651890214
584,(2003 GD),2003-04-05,56.67752,0.140407711,0.0627922373,False,40712.7881959193
585,(2003 GF21),2003-04-11,33.1301575,0.134088323,0.059966121,False,34663.5040394749
586,(2003 GG21),2003-04-03,7.410800625,0.1470249225,0.0657515442,True,46189.1680404646
587,(2003 GG21),2003-04-03,8.10386375,0.1470249225,0.0657515442,True,46745.1932330934
588,(2003 GR22),2003-04-14,51.91407,0.1521916969,0.068062196,True,46726.3946838233
589,(2003 GS22),2003-02-19,173.86482,0.0885912765,0.0396192233,False,12159.9044502364
590,(2003 GP51),2003-04-02,36.5377025,0.1470249225,0.0657515442,True,28977.777718229
591,(2003 HW10),2003-04-29,2.05097421875,0.0147024923,0.0065751544,False,29775.9612129109
592,(2003 HW10),2003-04-29,2.06858421875,0.0147024923,0.0065751544,False,29655.7891514124
593,(2003 HW10),2097-04-29,6.096464375,0.0147024923,0.0065751544,False,27732.398705853
594,(2003 HW10),2097-04-29,4.577705625,0.0147024923,0.0065751544,False,29418.216074249
595,(2003 JX2),2002-09-10,352.60436,0.0193816595,0.0086677416,False,16169.1494069114
596,(2003 JX2),2003-04-27,8.715340625,0.0193816595,0.0086677416,False,18659.6444000651
597,(2003 JY2),1973-12-05,98.74819,0.0444008168,0.0198566489,False,50210.3996573307
598,(2003 JY2),2003-04-28,13.93434375,0.0444008168,0.0198566489,False,41205.2131952372
599,(2003 JG4),2003-04-21,230.46198,0.097138403,0.0434416145,False,5922.8539517091
600,(2003 JD11),2003-05-10,21.311855,0.0509789586,0.0227984834,False,32868.6434742079
601,(2003 KF4),2003-05-26,19.10872,0.0807962044,0.0361331611,False,23137.7157471828
602,(2003 LW1),2003-06-09,36.698125,0.0846040122,0.0378360645,False,22289.5067678628
603,(2003 LW2),1905-03-08,248.29114,0.0233018799,0.0104209175,False,35894.6661465675
604,(2003 LW2),1910-03-31,44.792335,0.0233018799,0.0104209175,False,19652.9418385082
605,(2003 LW2),2003-05-31,4.2893953125,0.0233018799,0.0104209175,False,19518.2276498176
606,(2003 LW2),2003-06-01,3.07726,0.0233018799,0.0104209175,False,18175.5209930513
607,(2003 MN),2003-06-23,13.00796875,0.0641787064,0.0287015901,False,26587.2860682172
608,21277 (1996 TO5),1945-06-07,31.0717325,2.3301879883,1.0420917484,False,34693.2449694979
609,153306 (2001 JL1),1932-03-30,457.6962,1.6880719724,0.7549287363,False,29874.2361026543
610,153306 (2001 JL1),2058-03-29,458.10576,1.6880719724,0.7549287363,False,29911.4720926992
611,153306 (2001 JL1),2188-03-28,457.28376,1.6880719724,0.7549287363,False,31235.3398066838
612,163335 (2002 LJ),1901-06-12,456.36104,1.4702492252,0.6575154423,False,67209.9435274813
613,163335 (2002 LJ),1927-06-14,461.48672,1.4702492252,0.6575154423,False,64425.84330313
614,210012 (2006 KT1),1956-01-02,1821.4056,1.6880719724,0.7549287363,False,4454.462954167
615,210012 (2006 KT1),2110-01-27,1824.20752,1.6880719724,0.7549287363,False,4443.2953662475
616,210012 (2006 KT1),2169-09-12,1828.29376,1.6880719724,0.7549287363,False,4449.3498232937
617,277473 (2005 WD1),1930-08-27,80.794355,1.5395399365,0.6885031904,False,42978.1298373619
618,277473 (2005 WD1),1933-11-01,457.48892,1.5395399365,0.6885031904,False,51009.0977278173
619,305090 (2007 VQ4),2011-03-01,1847.75712,2.125156703,0.9503989702,False,14676.9137295958
620,305090 (2007 VQ4),2165-05-08,1816.97232,2.125156703,0.9503989702,False,15145.1073491375
621,315020 (2007 BG49),1990-05-26,64.91062,0.6720335566,0.3005425432,False,20247.2926722444
622,315020 (2007 BG49),1997-11-29,28.50816,0.6720335566,0.3005425432,False,18010.0347388415
623,315020 (2007 BG49),2005-06-03,60.803485,0.6720335566,0.3005425432,False,16027.0955835119
624,315020 (2007 BG49),2102-06-06,85.10478,0.6720335566,0.3005425432,False,18013.5958415538
625,341816 (2007 YK),1990-01-13,464.3978,1.1678604717,0.5222830806,False,36088.16075205
626,341816 (2007 YK),2123-01-15,463.4348,1.1678604717,0.5222830806,False,36176.8763577268
627,356285 (2010 DE),1957-09-17,65.655955,1.2805335433,0.5726720101,False,30567.6514009198
628,356285 (2010 DE),2083-09-21,52.687945,1.2805335433,0.5726720101,False,30714.1472180857
629,356285 (2010 DE),2108-02-07,462.02568,1.2805335433,0.5726720101,False,25042.9268564295
630,356285 (2010 DE),2191-02-11,460.37136,1.2805335433,0.5726720101,False,25481.4376895962
631,385580 (2004 XO14),1969-12-22,441.41588,2.2253122528,0.9951898937,False,32073.4120684668
632,385580 (2004 XO14),2017-12-24,439.46556,2.2253122528,0.9951898937,False,28863.5574726306
633,385580 (2004 XO14),2126-12-23,432.528,2.2253122528,0.9951898937,False,33892.4409016626
634,385580 (2004 XO14),2174-12-25,432.0096,2.2253122528,0.9951898937,False,29598.9115468407
635,397237 (2006 KZ112),1927-07-10,1857.7704,1.6880719724,0.7549287363,False,36468.3303691282
636,397237 (2006 KZ112),1939-05-18,1832.63328,1.6880719724,0.7549287363,False,36217.0429554946
637,397237 (2006 KZ112),2042-04-25,84.22304,1.6880719724,0.7549287363,False,116251.9010489027
638,431394 (2007 FS35),2113-12-23,18.91845875,0.464933628,0.2079246394,False,17043.739765821
639,431394 (2007 FS35),2159-11-17,87.37918,0.464933628,0.2079246394,False,20314.2000160745
640,(1979 XB),1979-12-17,34.01319,0.7037055224,0.3147066768,True,51507.8587465671
641,(1990 UN),1990-11-07,39.159485,0.0736870142,0.0329538346,False,27014.3520382479
642,(1991 BA),1991-01-18,1.04497,0.0070370552,0.0031470668,False,40004.5266526034
643,(1991 BA),1991-01-18,2.631574375,0.0070370552,0.0031470668,False,41425.9671348315
644,(1991 JR),1991-05-26,44.635605,0.0771597762,0.0345069009,False,15711.7366490901
645,(1991 JR),2191-05-27,47.017775,0.0771597762,0.0345069009,False,15822.5426603437
646,(1991 TT),1991-10-07,28.69041,0.0233018799,0.0104209175,False,18517.5733713152
647,(1991 TT),1992-01-27,261.0523,0.0233018799,0.0104209175,False,12138.1470196501
648,(1991 TT),2120-10-09,43.519395,0.0233018799,0.0104209175,False,17959.9204469485
649,(1991 TU),1991-10-08,4.6203603125,0.0077159776,0.0034506901,False,17040.1258076897
650,(1991 TU),1991-10-08,6.361283125,0.0077159776,0.0034506901,False,18288.3044666694
651,(1991 VA),1991-06-21,364.59356,0.0185093411,0.008277629,False,9186.2249911633
652,(1991 VA),1991-10-29,11.66787125,0.0185093411,0.008277629,False,19930.4446036713
653,(1991 XA),1991-11-18,54.7048,0.0672033557,0.0300542543,False,22750.465799844
654,(1992 DU),1991-09-10,194.50656,0.0321655483,0.0143848705,False,29227.3500088523
655,(1992 DU),1992-02-25,37.847235,0.0321655483,0.0143848705,False,30355.7479895958
656,(1992 YD3),1992-12-26,28.3052175,0.0193816595,0.0086677416,False,32945.5133504517
657,(1993 BD3),1993-01-24,34.8977475,0.021251567,0.0095039897,False,9668.6557904453
658,(1993 BD3),2072-09-29,26.098085,0.021251567,0.0095039897,False,25682.0866651108
659,(1993 BU3),1993-01-04,188.75844,0.1850934111,0.0827762899,False,9672.8673319609
660,(1993 FA1),1993-03-27,23.7827575,0.0244000636,0.0109120402,False,26402.9765524994
661,(1993 FA1),2131-03-26,49.20627,0.0244000636,0.0109120402,False,26214.6053380277
662,(1993 HC),1993-03-26,73.47984,0.2801502144,0.1252869847,False,23405.9997352478
663,(1993 HC),2007-04-08,181.19928,0.2801502144,0.1252869847,False,32512.9547172658
664,(1993 HC),2195-04-02,94.75312,0.2801502144,0.1252869847,False,25802.7644910043
665,(1993 HP1),1993-04-26,6.033439375,0.0140407711,0.0062792237,False,20863.0971595751
666,(1993 HP1),1993-04-26,5.366111875,0.0140407711,0.0062792237,False,20994.6484379519
667,(1993 UA),1993-10-18,6.547608125,0.0307178602,0.0137374447,False,21380.3668565965
668,(1993 UA),1993-10-18,6.192313125,0.0307178602,0.0137374447,False,21180.0122980148
669,(1994 FA),1994-03-12,40.06979,0.0336814639,0.0150628086,False,20643.8617403037
670,(1994 GK),1994-04-05,20.70529375,0.0533815229,0.0238729428,False,34963.6817103318
671,(1994 GV),1994-04-11,7.983874375,0.0122290004,0.0054689752,False,20019.9475106982
672,(1994 GV),1994-04-12,6.396945625,0.0122290004,0.0054689752,False,18617.0184418717
673,(1994 NE),1915-08-02,288.32012,0.4049402617,0.1810947904,True,36614.6101163347
674,(1994 NE),1918-06-30,135.23307,0.4049402617,0.1810947904,True,53862.7355809869
675,(1994 NE),1994-07-08,16.68981625,0.4049402617,0.1810947904,True,47203.5276906036
676,(1994 RB),1994-09-03,39.6391825,0.0771597762,0.0345069009,False,44076.0716639074
677,(1994 TA2),1994-08-21,302.84554,0.3216554833,0.1438487052,False,9178.9891178805
678,(1994 US),1994-09-12,212.50734,0.2330187988,0.1042091748,False,12304.6873486878
679,(1994 VH8),1994-10-30,8.245395625,0.0106510141,0.0047632783,False,24430.0149170356
680,(1994 VH8),1994-10-30,6.06722875,0.0106510141,0.0047632783,False,22183.6684979197
681,(1994 XM1),1994-12-09,1.923750625,0.0084604012,0.0037836064,False,27021.3396974239
682,(1994 XM1),1994-12-09,0.655239453125,0.0084604012,0.0037836064,False,25338.9139258016
683,(1994 XM1),2125-03-31,210.54742,0.0084604012,0.0037836064,False,42360.1922717283
684,(1995 BK2),1995-01-29,111.31137,0.1115298092,0.049877647,False,33271.06171015
685,(1995 CS),1995-02-02,13.2589325,0.0293353287,0.0131191578,False,55552.6042394051
686,(1995 CS),1995-03-27,22.327055,0.0293353287,0.0131191578,False,45769.7797591241
687,(1995 CS),2135-07-17,217.20814,0.0293353287,0.0131191578,False,41342.0667989564
688,(1995 DV1),1995-01-24,50.42235,0.0927664547,0.0414864197,False,22783.6050718314
689,(1995 FG),1990-05-05,183.58194,0.0927664547,0.0414864197,False,8285.8937758645
690,(1995 FG),1995-05-03,152.46879,0.0927664547,0.0414864197,False,6944.4315012744
691,(1995 FG),2000-04-28,266.79682,0.0927664547,0.0414864197,False,10658.1862800613
692,(1995 FG),2010-01-25,92.78254,0.0927664547,0.0414864197,False,21831.9221399087
693,(1995 HM),1995-05-27,134.73823,0.0927664547,0.0414864197,False,5355.7131222848
694,(1995 LA),1995-06-04,20.4097875,0.0585316759,0.0261761612,False,19485.3428691059
695,(1995 NA),1995-07-10,65.41967,0.0846040122,0.0378360645,False,19309.937009626
696,(1995 SC1),1995-09-07,107.75054,0.1065101409,0.0476327831,False,13993.491707564
697,(1995 SA4),1991-10-10,269.68544,0.1280533543,0.057267201,False,35284.9140798656
698,(1995 SA4),1995-09-01,44.93075,0.1280533543,0.057267201,False,16185.0776373511
699,(1995 SA4),1999-07-20,202.5329,0.1280533543,0.057267201,False,29423.3344389087
700,(1995 UB),1959-05-05,326.42898,0.0128053354,0.0057267201,False,48265.0142324895
