Asteroid Name,Aphelion Distance (AU),Eccentricity,Inclination (Degrees),Orbit ID,Orbit Uncertainty,Orbital Period,Perihelion Distance (AU),Aphelion Distance (miles),Perihelion Distance (miles)
(2002 CB26),3.364497505950558,0.7230224185930485,6.818845543174323,8,9,996.6,0.5408463475529532,312749581.7337167,50274808.847452365
(2002 SN),2.6860675748905916,0.3779969554143688,6.425274761666769,20,5,994.0,1.2124425986429652,249685579.81385416,112703580.5290623
(2000 WJ107),3.033095520558558,0.5581869680518554,5.99329134164235,12,7,992.0,0.8600130508097767,281943842.6497198,79943207.40336072
(1998 VP),2.865972227449308,0.4753906495180857,44.706726729755424,12,9,988.9,1.019062869371232,266408762.02462292,94727811.68436912
(1995 CS),3.4466055527901314,0.7752173940701759,2.6029076435007408,12,9,988.1,0.4364180862334102,320382001.5113007,40567595.514375724
(1994 GK),3.1003270558219618,0.6008315940265806,5.630593694109097,12,8,984.4,0.7730685810341199,288193404.2843344,71861214.02743934
(1997 MS),3.335354271406551,0.7267457879427779,54.97865649754966,12,8,980.5,0.527813422061806,310040548.84013146,49063322.73729357
(2001 VJ5),3.013347515575941,0.5605505765784435,6.074158328858418,8,8,980.1,0.8485555342858592,280108150.9045289,78878164.70553593
431394 (2007 FS35),2.672023689040027,0.3899960612074325,0.3191740553337366,39,0,973.5,1.1726256068996321,248380119.06736472,109002359.91837735
(1996 AP1),2.865815068770662,0.4955199164428823,5.462479052438222,12,8,968.9,0.9667184030496913,266394153.21277943,89862089.56117457
(2000 KP44),3.3503785059367766,0.7524143646724872,28.058281109015216,11,8,965.6,0.4733501434947595,311437138.68954784,44000644.71135807
(2000 WG63),2.8167729369085537,0.474382579850978,9.193228958515649,11,7,964.5,1.004179610147797,261835402.25514695,93344326.30840102
(1999 FQ10),2.826476663844198,0.479981384403361,1.072660694381636,11,9,964.0,0.993134438877425,262737420.02600676,92317613.49649474
(2002 TG66),2.923674795125256,0.5414560037478949,4.723435857209085,7,9,954.1,0.8697189676764527,271772550.7846671,80845428.74102747
(2001 SX269),2.530633696650399,0.3463868048707804,4.023607621226098,10,7,941.2,1.228514398823215,235237098.18445984,114197547.68914817
(2003 LW2),2.7793621048456156,0.479440571708345,2.2962636114110104,10,8,940.5,0.9779528667672294,258357848.15998095,90906398.20531785
(1997 XE10),2.762573770070358,0.4770652101187525,6.323820788015232,12,7,934.3,0.978051560680278,256797274.94817704,90915572.37767822
341816 (2007 YK),2.4722811010604597,0.3219254263571161,31.833042279504625,62,0,934.2,1.268143361268593,229812885.5549206,117881289.88465072
452307 Manawydan (1997 XV11),2.460516407871797,0.3177759552910391,44.267210363616584,42,0,931.9,1.2738306911058541,228719289.002249,118409960.2209013
(2001 WM15),2.970540669540152,0.5936066194228522,5.408267338773854,11,8,929.6,0.7575320346457485,276129005.97446,70417001.81567346
(1996 TC1),3.200513528028043,0.7190250695432581,14.508410130640712,12,9,927.9,0.5231244627528755,297506318.68608725,48627456.73946156
(2002 DO3),2.788894022347753,0.4993323508529411,3.801698425759352,7,6,926.6,0.9312871913253932,259243895.246252,86568552.67268094
(2002 XB40),2.88399201128217,0.5539132289481108,6.7993352335899875,8,8,923.5,0.8279166816304044,268083805.57769203,76959663.4957591
(1999 FR5),2.738533061575266,0.4783225127650739,3.8585555608342714,11,7,920.9,0.9663865861044244,254562551.4826003,89831245.24916042
(1995 FG),2.539808229657175,0.3733697883152536,1.9649387877359958,12,6,918.6,1.158843439057367,236089924.30645773,107721227.38062726
315020 (2007 BG49),2.43550803635071,0.3209075935706747,7.894189222714339,44,0,914.5,1.2521201493076821,226394615.6389226,116391839.28171745
451297 (2010 TK54),2.7514943974055552,0.49508511701562,30.80651813587574,24,1,911.9,0.92922500256799,255767382.91804162,86376860.25198717
(2002 FS6),2.6651382434628816,0.4525974546029308,7.533109162487572,7,9,907.7,1.004341191486838,247740076.9153067,93359346.23221183
(2001 BN61),2.6802589143397593,0.4643269729243437,9.726408393430075,11,9,904.5,0.9804793823633748,249145631.08317658,91141252.50214544
(2000 FX13),2.4393460809437184,0.336901356685012,11.53972450854826,11,7,900.2,1.2099075737796698,226751384.17241558,112467935.24643748
(2001 FC90),2.5087908431514867,0.37750229482012504,12.63769110031826,15,7,897.8,1.13373062862448,233206678.10432202,105386845.81394377
(2002 AN129),2.77370536548643,0.5250765464955554,0.2884704655329451,7,9,895.9,0.8637584350815812,257832021.38631475,80291362.621894
(2001 UD18),2.627518983055126,0.4459690453141558,2.7882030673904628,7,8,894.7,1.006748280922524,244243148.19508958,93583099.17388439
(1999 LD6),2.7037023156005566,0.4890562232472988,11.302425320472901,11,9,893.7,0.927728483841504,251324831.37259948,86237750.14566746
(2002 VR85),2.911573990634112,0.6036468204306454,6.016667753747847,15,7,893.6,0.7196170590912059,270647710.73453975,66892584.6552639
(2001 TE45),2.6518354481580566,0.4639442227086913,14.63385612113709,10,9,890.5,0.9710286022925084,246503504.83875886,90262747.61129823
(1999 AM10),2.724951330670533,0.5133509654373748,6.801505204041806,11,9,882.5,0.8762639761608106,253300050.72218582,81453825.28829977
