Asteroid Name,Aphelion Distance (AU),Eccentricity,Inclination (Degrees),Orbit ID,Orbit Uncertainty,Orbital Period,Perihelion Distance (AU)
(2003 AJ69),3.9948221345450867,0.6177821480199388,1.4647131988138682,9,8,1417.3089842394809,0.9438182620429109
(2000 GT127),3.643356142299988,0.4787394003556109,14.6391931511905,12,9,1412.581125746829,1.284295263246959
(2001 WH1),4.429343217482863,0.7999790989448126,15.565576255533859,6,8,1409.958189472782,0.4922063939314492
(2002 PX39),3.9190510323966747,0.593663648327702,1.8011445942008668,16,7,1408.558229418948,0.9992402726840416
(1998 BT13),3.926911208758061,0.5974999452373421,1.416100101508182,13,7,1407.711865632511,0.9894097219129394
(2002 UV36),3.9253138900030295,0.5987636765533642,2.8680413287255915,9,7,1405.18532144454,0.9851227774915351
(2001 FB90),4.360964531953966,0.7812157977276931,1.916195633924237,25,9,1399.2568810204032,0.5356510690498796
(1999 VN11),3.7779114732790733,0.5464677379373576,31.06900714741088,11,9,1394.6486024267952,1.1079472880785521
(1995 BK2),3.778690206917434,0.549578098300351,24.71453769621841,12,8,1390.881577362989,1.098366601077047
(2001 HL31),4.333063563082812,0.778728816205939,12.85937082268816,17,9,1388.757461621864,0.5390265763520632
(2003 AA83),4.327917967798661,0.7772618215368301,6.7648593908252375,8,9,1388.0011953117928,0.5424032368241142
(1999 RB32),3.821442179358052,0.5705794307860439,3.8105206034337216,27,6,1386.275372801007,1.044841059109545
(2001 SD270),3.7679390938427235,0.5551458886295237,24.582973946232627,12,9,1377.518795261431,1.077830195575171
(2002 RC117),3.934833777734025,0.624637297479688,2.472258808750884,10,8,1376.7446078162868,0.9091197420308632
(2001 VD2),3.840518741540706,0.5857651036166124,6.0599580556520705,7,8,1376.654552423654,1.0032235413254469
(2002 XW4),3.633570539335714,0.5009810465514623,6.9650928317842045,11,8,1375.738869955333,1.208023626938303
(2001 VM5),3.831087463403337,0.5862116022744094,5.8515462508653355,8,9,1371.0075427090421,0.9993997905167378
(1993 BU3),3.6418116358276276,0.5128388511826294,5.288552843313498,13,7,1364.22386319554,1.172728436276839
(1996 MQ),3.785690422549861,0.5731855305089012,3.4996807654272835,9,8,1363.4717885897549,1.0270800347594542
(2001 TY1),3.832340731222878,0.5941149998539558,5.859606316196701,12,6,1361.492103773839,0.9757700155851958
(2001 QP142),3.76295474285443,0.5673182259827194,9.776609130172172,12,8,1358.801894129637,1.038820264253691
(2001 VB),4.551882832261368,0.9003508047994189,9.529788041459812,14,9,1354.04896653517,0.238688277836188
(2002 EU11),4.042781995437188,0.6882158750899368,2.942250945254173,15,8,1353.558222652339,0.7466315565729371
(1999 TA5),3.5693581395197564,0.4915483645516138,4.222444585646699,11,6,1352.158509322393,1.2167530243549323
(2001 KD68),3.5910098174187213,0.5060920950354654,2.044488288108224,13,8,1344.763837825544,1.177635910496291
(1999 RO36),3.541477959539782,0.4858317299169548,3.300444170009424,13,6,1344.066631255042,1.225519390473359
(2001 DZ76),3.83624139865816,0.6119836143084578,5.8350356329362,11,8,1340.961731331847,0.9234116953392136
(2002 CA26),3.957577645734089,0.6640814425987692,0.5026208072131769,8,9,1339.617237049047,0.7988934552879903
21277 (1996 TO5),3.614102573791417,0.5204050681261931,20.950471547692853,98,0,1338.628834056353,1.140028610795568
(2002 AE29),3.812540462491569,0.6097957970105109,3.5678206207706813,8,9,1331.263225863524,0.9241354184763022
(2000 WH63),3.634696388841828,0.5358719356110481,11.934009371887269,11,6,1329.744274220731,1.0983758218900659
(1997 UA11),3.825672690349013,0.6184544970612726,3.284909366874422,13,8,1327.4231959922079,0.9018901757006932
(2001 RW17),3.9068672020643436,0.6597639318171582,8.668147836560525,15,7,1319.082373050338,0.8008712023809089
(2003 EH16),3.590803847678473,0.532142930032803,18.0280015926006,12,7,1310.500006467173,1.096492327230736
(2001 RP3),3.654777890255271,0.5603030992525306,9.294722425583409,14,7,1309.412412888556,1.029924578138346
(2001 QJ),3.433405982753436,0.4662749739208331,6.975264688800277,13,6,1308.769100534655,1.249761968442616
(2000 CO33),3.6536123305315584,0.5648188567833534,18.215678532446923,15,8,1303.124820798994,1.016081308056023
(2002 XM35),4.291740506563465,0.8387478289446383,3.063279767453017,7,9,1302.462866018525,0.3763716064789617
(2003 KF4),3.6614419039292683,0.5711930596451578,8.270168207690705,14,7,1299.368458108468,0.999273571425718
(2002 VY91),3.679918865224903,0.5811099619211073,3.400053843539483,8,8,1296.918482842819,0.9749362098182836
(2001 UF5),3.9534647734056465,0.7024303445343973,0.9208944469633492,13,8,1292.591243631516,0.6910304167771755
(2000 PY5),3.7081957474561853,0.6011028573112386,3.7920337211384867,14,7,1287.400149758452,0.9238561291901738
(1998 QV3),3.5001998232367746,0.5114831682449562,14.24861525615875,11,7,1287.160523624725,1.1312772540779499
(2002 LZ45),3.7782356796262015,0.6372238608740531,6.165243283489574,15,7,1280.471439640733,0.8371816373546805
210012 (2006 KT1),3.399001913004033,0.4730111384218558,9.250499702507168,65,0,1280.313999022161,1.2160370698588279
(2002 GG8),3.621019511000177,0.5726506470147521,12.39537168440173,10,8,1276.134169233683,0.9839695472801144
(2003 MN),3.685344190873968,0.6016578408811051,2.671535586344855,7,8,1274.855297186185,0.9165677741017524
322913 (2002 CM1),3.3615270764021585,0.461606140135784,44.98839592548462,43,0,1273.965917100423,1.238244345042296
(2000 WM10),3.5723767500957715,0.5544044193230636,0.7106161566092148,12,8,1272.58932149712,1.0240805240691149
(2001 WN15),4.1981531440397255,0.8340984283018726,57.269499243835966,10,9,1264.887452607777,0.3797398188004947
(2003 JG4),3.313876013565385,0.4519171012862733,2.1846947972278894,8,8,1259.476531104513,1.2509521169519522
(2001 UD5),3.798534139009608,0.6662338832260295,2.533051046095197,8,8,1257.240999560285,0.7608907739626194
(1998 SS4),3.437905079534947,0.5118255151646387,9.606672660857011,11,7,1252.525981532187,1.110113253335374
(2001 DT8),3.3300398485014044,0.4673425225878713,48.52890919072197,18,7,1248.749472126349,1.2088320198451852
(1991 XA),3.553418865265314,0.5678585855138963,5.2480379864996385,12,9,1246.257255324879,0.9794119628423262
(2002 CC26),3.4956887481676064,0.5424177184235428,5.461215529836509,13,8,1246.219531653142,1.037050608250629
(2001 SR263),3.228188272496553,0.4286216841157187,5.081714532356434,17,6,1240.6830627867098,1.291116324919972
(2001 SC170),3.46489761961712,0.5366663468272679,10.908099043545551,13,8,1236.7008703719341,1.044731457340337
(1998 OP4),3.458582912024613,0.5350915362375179,13.31364729090936,11,8,1235.21995241095,1.047445334996458
(1994 TE2),3.238264525611692,0.4414154948539459,5.681360635966526,12,9,1229.937748549955,1.254908382786681
(2001 NY1),3.4602235539602337,0.5407870388833141,11.75964583326174,9,6,1229.251478234258,1.031277823761676
(2001 PU9),3.3772804816462147,0.5049071879355906,29.14732731345034,11,7,1227.960924699583,1.1110766857869718
(1998 FG12),3.541616628587034,0.5784258402780662,8.65668550438971,11,7,1227.621471642059,0.9459133372973548
(1999 VK12),3.9821517416442003,0.7760190836168471,9.514045140881755,12,9,1226.319664241966,0.5022051871502624
(2001 HX7),3.3664723624886967,0.5029349573655411,56.625080596714284,14,9,1224.477270806305,1.113391980263309
(1999 VV25),3.4752815697318815,0.5584869562416208,7.471034596340767,12,8,1216.266275838112,0.9845331958824796
(1979 XB),3.806680928995904,0.7084572219505028,24.734331914828033,12,9,1214.8201249877561,0.6495979641330815
(2002 EY11),3.2802764955548067,0.4770836631439444,9.821028645546386,11,6,1208.8055987055432,1.161281660430483
(2002 YD12),3.3267635312096364,0.4998640835373172,14.73058922898464,18,6,1206.572622238903,1.109323135208448
(2001 UP16),3.143583843185795,0.4182659876662633,4.3299321389782754,13,5,1205.311962778293,1.289412323292847
(2002 TZ68),3.4019429531252885,0.5369020000978839,3.043079701206036,7,9,1202.872796513599,1.025070549243271
(1999 LV7),3.246786963246041,0.4699185124790929,30.46262863941318,11,7,1199.0553406605761,1.17085515185348
(2000 RD52),3.1830942136074563,0.4445576775659503,4.930501689186284,11,6,1194.731560430476,1.223921529745767
(1996 HN),3.1117298839153884,0.4131042489395973,8.621512804022792,12,5,1193.548192841826,1.29237531391478
277473 (2005 WD1),3.171877150056368,0.4416188782334515,43.07606691083986,65,0,1192.057688275644,1.2285607159393401
(1991 BA),3.660098933938779,0.6730255157297486,1.9375525152008382,11,9,1181.908394160956,0.7153261860329255
(2003 FV3),3.237747418840656,0.4829928091026199,22.14600620983766,15,7,1178.295740811365,1.128757123821103
(2003 EC50),3.4504355275275422,0.582625408254968,5.904895976337508,13,8,1175.823407180178,0.9099589278250432
(2000 RK60),3.242345828400422,0.489299274971798,6.6131794492600084,13,7,1173.3145653097529,1.1118439343815678
(1998 EE3),3.4381936533669353,0.5809462159150156,6.22565267424158,13,9,1171.435241530806,0.9113453995817916
(2002 XQ90),3.4111768855098714,0.5721232284340854,3.246025325797504,13,7,1167.414035369512,0.9284026383008376
(2003 CO20),3.3415631729175566,0.5415129473841402,20.4976821221403,10,8,1165.741280330479,0.9938699852508509
(2003 AC23),3.4327483173206232,0.5848331019297615,2.06187378560317,14,8,1164.356765169993,0.8992514536846142
(2001 UT16),3.310614526404346,0.5307417637335178,7.020444187102821,7,9,1161.738693171211,1.014889101757825
(2001 YA1),3.183776582394176,0.4729401357224174,27.98554011009342,10,6,1160.739218720847,1.1392457933015778
(2002 RA182),3.064317470052259,0.4188375351936347,7.613645349924973,11,7,1159.311272860613,1.25515871244676
(1999 TT16),3.5959490435631345,0.6654810983526179,2.008740894460459,24,7,1158.801791461271,0.7222615288894807
(1998 HH1),3.2531729190756065,0.50931038013114,15.99822658336936,12,7,1155.822943512756,1.057634138108942
(2003 GP51),3.445733699082212,0.6019877773589212,2.8551720284339046,16,8,1152.211471950168,0.8560890086577164
(2002 EC),3.265668542623328,0.5192545414900588,0.9172323130648572,28,7,1151.093936417185,1.033372142712279
(2003 GG21),3.662913704424835,0.7113486192836519,10.132247539094651,16,7,1143.748992086209,0.6178198213462995
(1999 SJ10),3.6572057688670117,0.7102609997905935,6.708002544827303,11,8,1142.165223262441,0.6195751076364044
(2001 SL264),2.9910049295888514,0.3995822545075904,5.326269794748987,6,7,1141.107287767549,1.2831346144869842
(2001 QD34),3.2333438817823215,0.5130627273899705,8.244894461946968,9,8,1141.0137339561031,1.040562048555189
(2000 XJ44),3.6396336667459046,0.7059057741303005,10.64367867554473,11,8,1138.288579301882,0.6274644601731524
(2001 MS3),3.273098144257048,0.5354707884580009,4.391425728340604,12,8,1136.7753055699009,0.9902172751708428
(2002 SF),2.962382906288755,0.390385435496072,4.949985573466239,7,6,1135.945254846368,1.2988569350676298
(2001 DS8),3.2211172296971897,0.5145818289903669,2.420928155034169,21,6,1132.841394623025,1.032356789391517
(2000 LK10),2.993166155798455,0.4078109268318489,4.681267648238586,11,6,1132.343439505858,1.25906132553571
(1995 LA),3.229752725570281,0.5214277181936986,8.70355409528943,12,7,1129.7317924702209,1.0159339895433042
(2002 GM5),3.597507475512068,0.6951465120913581,7.300028194195106,10,9,1129.250064107148,0.6469722197252533
(1999 BO),3.0725738825129962,0.44863054369043603,19.65623274327472,11,7,1128.27631659017,1.169465464090188
(2003 LW1),3.2029083808484753,0.5101063072669366,12.41042052691195,15,8,1128.246301195654,1.039055731791056
(1995 SC1),3.125439825838824,0.4750655952612375,6.826340695146482,16,7,1126.543949281646,1.112256227651328
(2001 XH16),3.44467685819219,0.6294153163143491,2.649869044389383,10,9,1122.725189280824,0.7834371452822169
356285 (2010 DE),2.9520677413162364,0.3969871659859251,23.98586477979843,50,1,1122.0165967248308,1.274267064319306
(2001 SA170),3.1782470365694535,0.5042381694349332,2.616113833552431,18,8,1121.773034644164,1.047476125027173
(2001 MD1),3.145263470514474,0.4925911348649259,5.859775756281907,28,6,1117.307429628981,1.069237603551076
(2001 PJ),3.156864308134963,0.4982377317986304,5.783929299859484,15,6,1117.149264733938,1.057239022910045
(2003 BS47),3.2069620941997767,0.5222466255285731,4.891937771163366,6,9,1116.893174407514,1.0064971973735792
276274 (2002 SS41),2.9101890036538,0.3826831275030616,63.68286998824724,94,0,1115.311614869463,1.2992917454303479
(2003 BC44),3.274085209695268,0.5563644944238231,7.069443565157683,6,9,1114.464969066807,0.9332649597871796
(1997 GD32),3.36286391273407,0.5991558757163149,5.265477855925226,15,7,1113.8486142212062,0.8429348637332106
(2003 BW33),3.201906145575347,0.5283225066278537,25.01526697126382,15,7,1107.614953419072,0.9881861048360524
(2001 VF75),3.2571189222200183,0.5579693674585248,19.405480577213858,10,9,1104.105259442794,0.9241172307516832
(2001 SD286),3.2644707249332483,0.5660830084009373,6.237579887282455,9,9,1099.247351495831,0.9044918491086792
(2002 PE43),3.1167991647916335,0.5037787832274128,7.776409188348001,8,8,1089.897673344497,1.0284902880923248
(2001 HJ31),3.280115157899066,0.5856416276099918,2.8354143068947084,12,9,1086.7371295156802,0.8571565947896203
(2000 WS28),3.227719697981899,0.5651150409809977,7.746331379401887,11,9,1081.739648965192,0.8968585131619898
(2000 VZ44),3.580559156270609,0.7377913281739418,5.290905970313169,12,9,1080.2599329089169,0.5402568453065584
(1998 QA62),3.5931003841744684,0.7452136532589615,24.872892064776696,25,9,1079.0201378733839,0.5245620893740472
(2000 JF5),3.1987744452237785,0.5566957769403895,13.73226566530046,11,9,1075.890896277826,0.9109231496535141
(2001 FE7),3.029294081621933,0.4764899612797246,6.360352035498947,13,9,1073.408014624731,1.074078323289428
(2001 XX103),3.412006156549197,0.6648250542430877,6.201738595513583,10,8,1071.6679226317149,0.6869304228266638
(1994 NE),3.2879399546752888,0.6064326023699564,27.590824994541922,21,8,1069.523863704026,0.8055277075529538
(1998 KD3),3.085563403953407,0.509698848672226,29.383941116242557,11,7,1067.246289503247,1.0020907751130308
(1999 HC1),3.07462033438618,0.5074888675333802,1.286721018997596,11,9,1063.909039918612,1.004508076581139
(1999 DY2),2.9853680424312787,0.4641952761267991,7.62565874906037,12,6,1063.40021567559,1.092459677828005
(2001 SP263),3.1463903906655983,0.5472450275653505,1.523789883073858,9,9,1059.201760479707,0.9206970254970044
(1998 YR11),3.000393082302022,0.4785670832233738,59.715769891113865,11,8,1055.8545844505,1.0581215652186942
(2000 WQ148),3.229651333608083,0.5917060782433784,1.877294391373807,11,8,1055.692834505712,0.8284488115799736
(1999 VU25),2.9925330431923616,0.4787980625219679,5.980943785477264,11,9,1051.461921268407,1.054717381370467
(2001 KO41),2.9103815005715887,0.4386769404006395,5.045842538471395,14,7,1050.941119427785,1.135532378830846
(2003 BC46),2.806369221972636,0.3881800178483368,4.53228982965021,11,5,1049.897633842121,1.236866073003698
(1998 BY7),3.2487083589187433,0.6071199263785638,3.282331715103121,39,6,1049.764995014072,0.7941863941060492
(2001 RX47),2.872973923344431,0.4225953614560216,10.72572845760929,12,7,1048.271722258922,1.1660859543764581
(2002 CS11),2.8345088158214753,0.4043827710285477,9.816814309004263,17,6,1047.3381073625148,1.202152519386341
(1994 GV),3.0623452145169403,0.5219745782283891,0.4483576400632131,12,7,1042.481962110677,0.9618287215307636
(2000 PH8),2.921591154443478,0.4523756214414378,3.0111419188973665,11,8,1042.0994399766,1.101598317084403
(1993 UA),3.063417878870683,0.5242244290895908,4.651670846771545,12,7,1040.721230249102,0.9562236127703378
(2002 XS14),3.006643079558422,0.4969265882674883,4.480205534055373,10,6,1039.729789093434,1.010445137223469
(1997 TZ16),3.2026815004362885,0.595231278210401,3.796608719147418,12,8,1039.0431152622689,0.8126378381228128
(1994 XM1),3.117570322357115,0.5533825176386291,5.624152834789569,9,9,1038.4968773520939,0.8963416239370692
(2001 RQ17),2.9996372732532235,0.4947719312682129,1.332099051445125,9,7,1038.338931882621,1.013867677576612
(2003 DG6),3.2169280891575736,0.6045698752606744,8.918038163545976,13,7,1036.865691772453,0.7927796072865712
435730 (2008 UK90),2.747116073428486,0.3709454771832371,34.65565428966807,21,1,1036.0570424490609,1.26050657699631
(2001 XG1),3.2002721574731483,0.597699057600343,3.045813047235767,13,8,1035.4671560131442,0.8058291696188046
(1993 HP1),3.028616290031015,0.5138461348260945,8.02344627272389,12,9,1033.575493120923,0.9726044686148856
(2002 GJ1),2.995577965404897,0.5015930070876098,6.976102369780219,7,9,1029.179228117488,0.9942887311841094
(1993 HC),3.0010117040643163,0.5087773533207807,9.421126630951822,13,6,1024.618576894469,0.9770592783230658
(1998 KJ17),2.9478588057761685,0.4821924978679397,9.129653713629603,11,8,1024.475384833981,1.0298415401863392
(1998 DV20),3.192506303737014,0.608396777796715,19.69334032851225,12,8,1021.424523097348,0.7772931236285567
