Asteroid Name,Aphelion Distance (AU),Eccentricity,Inclination (Degrees),Orbit ID,Orbit Uncertainty,Orbital Period,Perihelion Distance (AU)
(2001 UO),4.26567680242711,0.6737435782516062,10.082947212098052,7,8,1486.096331168435,0.8314920325781172
(2000 XF44),3.9771346361193185,0.5645347976795542,13.28391184438654,12,7,1480.389602674222,1.106976809683001
(2002 GK1),4.121942385452078,0.6251016584966804,13.67246202586736,12,8,1475.470403052078,0.9509001212316328
(1999 XN141),4.098521469140842,0.6205340758040325,7.375696079826124,11,9,1469.102159204961,0.9597139982094498
397237 (2006 KZ112),4.7642866050180475,0.8868673561107936,37.783555240813996,48,0,1465.4911142747449,0.2856567199204723
(2002 TZ59),4.635721913629314,0.8366256239216363,16.34787156890106,8,9,1464.68263193901,0.4123639382177658
(2000 WH10),4.188319607880061,0.6613388252423401,13.2646792156845,12,9,1462.078960086963,0.8537820323667553
(2000 RK12),4.252650061979085,0.6881548280236616,31.962043946594356,12,9,1460.3921344186401,0.7855727258652049
(2003 FB5),4.503069991500702,0.7887179473307819,5.351603597751058,10,8,1458.977774097951,0.5318993262952281
(1998 HT31),4.251847689997609,0.6928744887258212,6.7911592343732154,13,8,1453.8775638895731,0.7713808107731179
(2002 LX),4.191198380483775,0.669629893102663,3.2396174399896767,17,7,1452.698324690141,0.8293135279312053
(2002 MX),4.507418825240835,0.7965403555065996,1.962531306397874,12,8,1451.559466500748,0.5104688180008945
(2002 TA58),4.080919532190508,0.6269643150315808,1.6910010847344852,8,8,1451.003409100398,0.9356865414482908
(2001 YN2),4.300696657471561,0.7152837530564765,1.628729702931391,13,8,1450.115794555424,0.7138633531483944
(1995 SA4),3.9459027401692053,0.5780812461633987,2.820929843414226,8,7,1444.188736114725,1.054983937576202
(2001 XO88),4.012721680476027,0.6049287573018567,7.166460661796472,11,7,1444.0204583825598,0.987776518860942
(2002 TD58),3.903890963169105,0.5622176917312353,14.621380233976689,11,7,1442.887988175896,1.093992473732507
(2002 PR1),3.9623350695490878,0.5873591091295379,6.584502128174102,23,6,1440.4972763690303,1.0300262011427321
(1999 TM13),3.9150708563420182,0.5697106771341509,2.953775019615814,12,9,1438.727179447476,1.0731998019041669
(1998 DX11),4.000026175956884,0.6045912153686241,6.524313232494579,13,8,1437.6264732188308,0.9856999549666916
(2001 RO3),3.977766854729187,0.5975078765529352,8.679191851991094,14,7,1435.1354807410708,1.002198393783162
(2000 GB2),3.972079332654018,0.5998651007872652,7.175249923803902,11,9,1428.894782348904,0.9934384859413481
(2000 SE8),3.9625185382596464,0.5971274543174758,0.6506468265532352,13,7,1427.4010919232528,0.9995382187610488
(2002 XO40),3.955052544383237,0.5950257144473667,49.21635659707262,10,7,1426.1830803122598,1.004181038573205
(1994 RB),4.058036874987604,0.6378517847508073,26.592173467585003,12,8,1424.4936351623692,0.8972794885196326
(1999 RK33),3.9312382438662143,0.5896873929427354,2.9597742340700353,12,8,1420.446489717777,1.014687931705875
(2000 DO8),3.9969586733576232,0.616360404813786,0.2858771496931585,12,7,1420.318058552771,0.9486693703064332
(2002 VU17),3.9937741770988953,0.6161595566721977,1.4970095666533518,16,8,1418.885438800673,0.9485276650810897
